5e-08	269.485	0	0.0110227	0.0110227	0	3.09631	3.13182	3.09631	3.74809	3.09631	4.00047	
7.5e-08	643.951	0	0.0219461	0.0219461	0	3.09692	3.16734	3.09692	3.77348	3.09692	4.71182	
1e-07	1265.69	0	0.0437909	0.0437909	0	3.09753	3.23708	3.09753	3.82517	3.09753	5.2408	
2e-07	3044.05	0	0.089232	0.089232	0	3.09814	3.37896	3.09814	3.93706	3.09814	5.54131	
5e-07	6708.85	0	0.18371		0.18371		0	3.09937	3.66473	3.09937	4.79376	3.09937	6.64479	
7e-07	8665.27	0	0.245975	0.245975	0	3.09998	3.84663	3.09998	5.06596	3.09998	6.9494	
1e-06	9952.51	0	0.272589	0.272589	0	3.10059	3.92292	3.10059	5.15357	3.10059	7.12763	
2e-06	11585.7	0	0.310125	0.310125	0	3.1012	4.02881	3.1012	5.26104	3.1012	7.55689	
5e-06	12755	0	0.350943	0.350943	0	3.1012	4.14175	3.1012	5.36467	3.1012	7.86234	
7e-06	13122	0	0.367934	0.367934	0	3.1012	4.18807	3.1012	5.47806	3.1012	7.95738	
1e-05	13340.6	0	0.374987	0.374987	0	3.10181	4.20746	3.10181	5.52888	3.10181	7.99289	
3e-05	13632.4	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
4e-05	13661.7	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
5e-05	13666.4	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
7e-05	13672.6	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
0.0001	13672.8	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
0.0002	13667.4	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
0.0005	13676.1	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
0.0007	13665.1	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
0.001	13673.5	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
0.006	13672.2	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
0.01	13668.9	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
1	13673.9	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
500	13653	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
1000	13547.6	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
2000	13309.9	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
3600	12934	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
10000	11753.3	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
20000	10617.4	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
50000	9182.14	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
70000	8722.46	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
100000	8260.23	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
200000	7390.02	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
500000	6315.53	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
700000	5964.43	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
1e+06	5608.04	0	0.380003	0.380003	0	3.10181	4.221	3.10181	5.56365	3.10181	8.01703	
