Mass    RecoEff   Xsec(pb)
100		  0.00049		3.7779440000E+00
200		  0.01015		2.9865270000E-01
400		  0.01092		2.3099720000E-02
600		  0.00975		3.4651160000E-03
800		  0.00990		7.9696270000E-04
1000		0.00960		2.4031900000E-04
1400		0.01015		2.6633380000E-05
1800		0.01025		3.9346950000E-06
2200		0.01152		5.5863300000E-07
2600		0.01296		7.3973180000E-08
