mass		Bkg		Bkg_err		Bkg_N (Events in C)     Bkg_Alpha (B/A)
400		4.0 		10.2		1     	      	 	4.0 
600		4.0 		10.2		1			4.0 
800		4.0 		10.2		1			4.0 
1000		1.7 		4.3		1			1.7 
1200		1.7 		4.3		1			1.7 
1400		1.7 		4.3		1			1.7 
1600		1.7 		4.3		1			1.7 
1800		1.7 		4.3		1			1.7 
2000	 	0.58		1.47		1			0.58
2200		0.58		1.47		1			0.58
2400		0.58		1.47		1			0.58
2600		0.58		1.47		1			0.58
